Date,Ticker,EventDate,Source,Purpose,Company,SourceUrl,FetchedAtIST
2025-02-12,AMRUTANJAN,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Amrutanjan Health Care Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-14,ANANDRATHI,2025-01-14,NSE corporates-financial-results quarterly,Third Quarter,Anand Rathi Wealth Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-09,ANANDRATHI,2026-07-09,NSE event-calendar,Financial Results,Anand Rathi Wealth Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-01,ANANTRAJ,2025-02-01,NSE corporates-financial-results quarterly,Third Quarter,Anant Raj Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-08,ANANTRAJ,2026-08-08,NSE event-calendar,Financial Results,Anant Raj Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-07,ANDHRAPAP,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,ANDHRA PAPER LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,ANDHRSUGAR,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,The Andhra Sugars Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-13,ANGELONE,2025-01-13,NSE corporates-financial-results quarterly,Third Quarter,Angel One Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-15,ANGELONE,2026-07-15,NSE event-calendar,Financial Results,Angel One Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-07,ANIKINDS,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Anik Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,ANMOL,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Anmol India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-04-16,ANSALAPI,2025-04-16,NSE corporates-financial-results quarterly,Third Quarter,Ansal Properties & Infrastructure Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,ANTELOPUS,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Antelopus Selan Energy Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,ANUHPHR,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Anuh Pharma Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,ANUP,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,The Anup Engineering Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,ANURAS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Anupam Rasayan India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,APARINDS,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Apar Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,APARINDS,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Apar Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,APCL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Anjani Portland Cement Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,APCOTEXIND,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Apcotex Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-02,APEX,2025-02-02,NSE corporates-financial-results quarterly,Third Quarter,Apex Frozen Foods Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,APLAPOLLO,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,APL Apollo Tubes Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,APLLTD,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Alembic Pharmaceuticals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,APOLLO,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Apollo Micro Systems Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,APOLLOHOSP,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Apollo Hospitals Enterprise Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,APOLLOPIPE,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Apollo Pipes Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,APOLLOTYRE,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Apollo Tyres Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,APOLSINHOT,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Apollo Sindoori Hotels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,APTECHT,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Aptech Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,APTUS,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Aptus Value Housing Finance India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,AQYLON,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Aqylon Nexus Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,ARCHIDPLY,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Archidply Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,ARCHIES,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Archies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-20,ARCHIES,2025-03-20,NSE corporates-financial-results quarterly,Third Quarter,Archies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,ARCOTECH,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Arcotech Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,ARE&M,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Amara Raja Energy & Mobility Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-08-10,ARE&M,2026-08-10,NSE event-calendar,Financial Results,Amara Raja Energy & Mobility Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-14,ARENTERP,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Rajdarshan Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,ARIES,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Aries Agro Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,ARIHANTCAP,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Arihant Capital Markets Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,ARIHANTCAP,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Arihant Capital Markets Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,ARIHANTSUP,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Arihant Superstructures Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,ARKADE,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Arkade Developers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,ARMANFIN,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Arman Financial Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,AROGRANITE,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Aro Granite Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,ARROWGREEN,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Arrow Greentech Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-06-05,ARSHIYA,2026-06-05,NSE corporates-financial-results quarterly,Third Quarter,Arshiya Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,ARSSINFRA,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,ARSS Infrastructure Projects Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,ARTEMISMED,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Artemis Medicare Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,ARTNIRMAN,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Art Nirman Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,ARVEE,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Arvee Laboratories (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,ARVIND,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Arvind Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,ARVINDFASN,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Arvind Fashions Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,ARVSMART,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Arvind SmartSpaces Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,ASAHIINDIA,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Asahi India Glass Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,ASAHISONG,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Asahi Songwon Colors Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,ASAL,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Automotive Stampings and Assemblies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,ASALCBR,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Associated Alcohols & Breweries Ltd.,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,ASHAPURMIN,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Ashapura Minechem Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,ASHIANA,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Ashiana Housing Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,ASHIMASYN,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Ashima Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,ASHOKA,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Ashoka Buildcon Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,ASHOKAMET,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Ashoka Metcast Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,ASHOKLEY,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Ashok Leyland Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,ASIANENE,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Asian Energy Services Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,ASIANHOTNR,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Asian Hotels (North) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,ASIANPAINT,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Asian Paints Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,ASIANTILES,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Asian Granito India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,ASIL,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Amit Spinning Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,ASKAUTOLTD,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,ASK Automotive Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
